,標題,時間,作者,內文,留言作者,留言
409,[心得] Vast & Hazy 台北場,Wed Jul 11 22:19:41 2018,buzzmumu (阿賣),"
遲來的台北專場心得，寫給還在猶豫的人。



你會不會偶爾也有這種時候，

明明不帶著任何情緒安穩睡去，醒來卻掛滿淚痕。

算噩夢嗎？好像稱不上是，關於夢的內容其實已不太清晰，

只能模糊想起好像曾經很努力很用力嘗試改變某些事情，

可是不管最後怎麼選擇，劇情的推演仍舊是令人心碎的結局。

是不是我們做過太多同樣讓自己懊悔的決定，和無止盡對自己的不滿意，

才讓這哀傷的夢反覆到來，久久不去。



I'm not ok.

所以，當開場的那聲「擁抱我　告訴我　我沒有錯」出來時，

想找個柔軟地方棲留的人們，怎麼能不馬上墜入咖咖歌聲的海洋裡。

發出的求救訊號好像被人聽到了，甚至被用很溫柔很有力量的聲音唱了出來，

這種有人懂你的感覺很好，發的牢騷不再像是孤獨的喃喃自語。



在最近的距離，看易祺投入吉他中搖擺的姿態讓人入迷。

感受yet在嘶吼出「沒說　沒說　沒說　有些話沒說」前留給樂器的經典獨白，

接著承受歸屬那直擊心靈的鼓段，

然後因為「都怪我　怎麼會　弄丟了指向你的重要線索」再掉一次眼淚。

最愛的食人夢前奏的鍵盤聲出來後，已經顧不得感冒不受控的喉嚨撕裂大聲唱起來，

而最後最後與浪之間的合唱「喔  喔  喔喔喔　喔　喔喔喔」開始，

更是被咖咖迷幻又美麗，像海浪般舞動的身形和手勢，帶入整場的沸點。



喜歡最後一段求救訊號的清唱作為結尾。

彷彿在說不知道聽了這場表演能不能讓你好起來，

但有人理解你，你並不是孤單一人。

像咖咖說的，雖然我們之中可能有很多人對自己的內在或外在不甚滿意，

但希望總有天我們會找到最好的自己。

I'm not OK, but will be OK one day.



謝謝Vast & Hazy帶給我充滿救贖的美好夜晚，

是Tizzy Bac之後最讓我無可救藥成癮的樂團。



如果說你也和我一樣，

以平凡人身分過著平凡日子，躲在熟悉又陌生的城市裏頭，

依靠各式短暫的快樂，來維繫每天疲乏的生活，

腦袋很清楚現實的多種無奈，可是說不出來自己是哪裡不對。

那來聽一場VH吧！會有所收穫的。




現在還來得及，快一起來台中專場獲得救贖喔喔喔~

PS.不用記專場的名字，現場會有貼心英語教學(?

--
","['john0liang', 'blacksword08', 'jeudionemore', 'sodaer', 'shadowmamba', 'qwe2468558', 'allnight', 'ghost811203', 'yuan15', 'klern', 'howhowandy', 'y9144563', 'wqe4r3sdf', 'wqe4r3sdf', 'wqe4r3sdf', 'wqe4r3sdf', 'john0liang']","[': 大家心得發起來！', ': 咖咖真的很強直接cue就直接唱 清唱超猛', ': 推推 真的很愛你的文字耶', ': 自從掉入坑後，每天都要聽VH一輪，好久沒這種感覺了！', ': 每天都要聽VH台中人給我來！！', ': 寫的好感動QQ 真的VH 現場不會讓大家失望的！！', ': 推推～已買票～', ': 咖咖我的神~~~', ': ya 明天要來臨了!!!', ': 清唱真的有嚇到 超神的!!!', ': 推阿寶 明天見 說好不提Tizzy Bac QuQ', ': 喚起了我的回憶......指向你的線索真的爆哭 QQ', ': 看到一堆在嗆台中沙漠台中人出來 我覺的這團很多人支持', ': 所以支持其他小團好了 她的粉絲已經夠多了', ': 其他的小團 才更加需要這些票房', ': 也很喜歡他們音樂 但是看一堆人這樣摧 就不想去 呵呵', ': 你說的也是！就買票支持各自覺得想支持的吧！']"
410,[交易] 售7/15 That’s My SHHH3,Thu Jul 12 10:17:18 2018,kkee515 (奧少年),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
                      標題分類後請加上 徵/售/換/贈
              完成交易後也請修改標題為 已徵/售出/已換/已贈
 例：[交易] 售/2375EP -完成交易後-> [交易] 售出/2375EP
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵/售/換/贈：售


2.交易項目：7/15 That’s My SHHH3


3.交易價格：預售700賣650


4.交易時間：7/13晚上過後都可以


5.交易地點：台北捷運線上


6.備註：意者直接站內信，因為臨時有事不行去飲恨啊！！

--
",['ashianQQ'],[': 粉絲頁很多人在求票啊啊啊！！！']
411,[閒聊] 邀請您加入 PTT nmsmusic 一起組Band ！,Thu Jul 12 21:56:43 2018,john0liang (約翰想變強),"
歡迎您加入'PTT nmsmusic 一起組Band吧' BAND 群組，請點擊以下連結進入。
https://band.us/n/afabXbDbX206o
（在 BAND 上搜尋名稱也可以喔！）

之前嘗試過很多不同的通訊軟體，但是人數終究是上不來。

現在，我很任性的決定使用 BAND 了。

原因在於：
1、介面與Line相似度高，容易上手(為Line集團旗下產品)，用Line帳號即可登入。
2、完善的群組管理制度，避免小白、翻群機器人的干擾。
4、群組人數無上限，終於不用再搶499之亂後的那，第500個位置。

歡迎新朋友以這個為主啦！

\⊙▽⊙/\⊙▽⊙/\⊙▽⊙/\⊙▽⊙/\⊙▽⊙/

--
","['yuan15', 'johnyang', 'flower42', 'xiah350213', 'Yanagi5566', 'Yanagi5566', 'xiaowei']","[': 推~', ': 酷', ': line群是不是關ㄌ', ': 有Line群嗎？ 很想加入', ': iPSE打不開啦 怒', ': 有 群組喔 都在置底裡面 連結都更新了！', ': 搜尋不到QQ']"
412,[心得] Vast&Hazy：從破壞到重建、從痛楚到癒合,Fri Jul 13 00:08:26 2018,toredny (Hannah),"

2018/07/07，Vast&Hazy，台北專場演唱會。


I'm Not OK.
but will be OK one day.


將今晚唱成一段故事，學著面對黑暗微小的自己發出的求救訊號，
找不到線索的迷惘，只要沿著光便能尋得出口。
一旦覺得害怕的時候，有他們唱著：我還在。


主唱說，如果要用水來形容的話，Vast&Hazy是浪，「偶爾還有點混濁的那種。」
而台北場的嘉賓岑寧兒，就像是山裡頭很清澈沁涼的山泉水。

我認為，若要以風來形容他們的話，
岑寧兒的歌聲像是山間裡、穿過茂密樹林的風，能聞到芬多精的那種；
而Vast&Hazy，是海上捲起的一陣風，能飄邈遠颺、能指引迷航。


第一次參與他們帶有燈光影像效果的完整專場演出，
從破壞到重建、從痛楚到癒合。
我聽見偶爾逆來順受的自己，不敢聲張的拒絕累積而成傷口的溫床，
總是說著我沒事、我很好，但心裡的孩子比你還要明白，其實一點都不好。
這時候他們卻告訴你，面對痛癢的過程雖然很不舒服，但那才是解藥。


咖咖說話時的輕聲細語，和她乘著旋律時的爆發力嗓音大相逕庭，
好幾度都被她遼闊的聲線引起陣陣的雞皮疙瘩。
終於得以近距離看到易祺刷弦的每個動作，聽他彈吉他是很療癒的過程，
也好幾度驚嘆他流暢的指法和忙不迭的身影 (笑)


喜歡Vast&Hazy可以很放心，因為他們都擁有龜毛的堅持、會掏出最好的自己。
豐富的樂器編制裡，我看見每首歌活著的樣子。



───
原始心得很長，擔心大家看到生無可戀，以上是節錄的部分內容，
若有興趣看演唱會全記錄可往此：https://goo.gl/DkQc3F


--
","['sodaer', 'john0liang', 'yuan15', 'SUJO', 'maso0414', 'howhowandy', 'qwe2468558', 'Ellyrice', 'skyblue4430', 'ftdifs103', 'Ririjen', 'Ririjen', 'Scorpio777', 'buzzmumu', 'sodaer']","[': 推！', ': 推！明天換我看！', ': 娜娜推~~~~~', ': 推', ': 推 明天見～', ': 原po好厲害 記得每一個細節 期待今晚的演出 QQ', ': 看著看著就哭了 真的很高興可以遇到VH', ': 推～ 今天也要去看', ': 星聚點可以點VH的歌了，有與浪之間、求救訊號、故障', ': 推，全部都好聽', ': 好棒的心得，最後一段VH的名字也可以替換成所有優秀的樂', ': 團，支持所有端出最好的的音樂人', ': 推心得  很詳細', ': 推，這記憶力很驚人', ': 看完台中場才認真把心得文看完，好詳細到感覺同在現在']"
413,[情報] The Roadside inn新歌-螢光骰子,Fri Jul 13 14:43:07 2018,vidachien (vida),"
個人蠻喜歡洛賽的歌，
洛賽的衝破體制的表演方式，
讓我非常喜歡，最近看到他們出了新專輯，
想開心的分享給大家^_^
https://www.facebook.com/164803373708318/posts/883903731798275/

--
","['howhowandy', 'howhowandy', 'vidachien', 'blacksword08']","[': http://i.imgur.com/seE8Jn4.jpg', ': 倒數一週 預購起來', ': 聽了新歌真的覺得蠻爽der', ': 已訂哈哈哈']"
414,[交易] 回聲 巴士底之日 一張,Fri Jul 13 18:03:17 2018,fish510468 (無處可棲),"

1.徵/售/換/贈：售


2.交易項目：回聲 7/14 巴士底之日@惹握


3.交易價格：710


4.交易時間：開演前面交或下午三點後在公館附近面交


5.交易地點：公館


6.備註：朋友臨時生病不能去，多一張票 站內信聯絡謝謝


--
","['john0liang', 'Yanagi5566', 'fish510468']","[': 明天見！', ': 3-4 按大T改標題rrrr 謝謝', ': 啊啊啊忘記惹']"
415,[分享] Vast&Hazy 台中場 歌單,Sat Jul 14 12:37:37 2018,shadowmamba (joseph13940),"
求救訊號
Yet
歸屬
關於青春
尋光小路
拾起 feat.黃玠瑋
黃玠瑋-沉靜的瘋狂
我想成為你
Vast&Hazy
獨一 feat.謝震廷
謝震廷-燈光、最想到達的地方（新歌）
Voice(cover)
指向你的線索
下次見
Lost
食人夢
故障
與浪之間
安可曲 清唱 食人夢

--
","['john0liang', 'Scorpio777', 'john0liang', 'sodaer', 'honelong46', 'yuan15', 'howhowandy', 'andylai1997', 'eugene0701', 'sodaer', 'Scorpio777', 'Scorpio777', 'qwe2468558', 'Scorpio777', 'buzzmumu', 'ftdifs103', 'toredny', 'howhowandy', 'momosinging', 'momosinging']","[': 讚讚！', ': 與浪之間 沒有寫到', ': 對耶。', ': 是沈靜的瘋狂喔～', ': 淚推台中，繼續許願高雄場', ': 感謝歌單~', ': 謝謝歌單QuQ', ': 大推 昨天真的太有誠意了', ': 繼續許願高雄+1', ': 昨天超有誠意超享受！', ': 昨天咖咖中間舞台出現兩次 ，剛好我的位置站在舞台旁', ': ，近距離看超感動OAQ', ': 昨天竟然有人跟咖咖握手 臺北羨慕嫉妒噓QQ', ': 羨慕 有握手的  因為就站在我前面', ': 抱歉昨天就沒洗手了，當作枕頭睡(?', ': 滿滿的誠意', ': 謝震廷版的獨一！羨慕QAQ', ': buzzmumu 阿賣就是在說你啦 羨慕 QuQ', ': 震廷整個很走心靈層面XD我也有摸到咖咖超開心 她手', ': 滿冷的']"
416,[情報] 范宸菲｜搞獨立｜書店巡唱計畫｜東北地圖,Sun Jul 15 12:53:35 2018,OscarJeff (藝術與城市),"
范宸菲｜搞獨立｜書店巡唱計畫｜東北地圖
2018/6/29-7/18

按圖索驥，來到東部，
走走唱唱曬太陽。
炎炎夏日，挖完東邊的西瓜，
再去吃北邊的。
東一點北一點，
點線面，
連成巡唱地圖的樣貌。

唱歌｜演戲｜講話的人｜范宸菲

時間｜2018/6/29-2018/7/18

入場｜全部場次皆200元/張（現場購票）

場次|
6/29（五）19-20:00
孩好書屋
（花蓮市民權路37-1號1樓）

6/30（六）20:30-21:30
練習曲書店
（花蓮縣新城鄉新城村信義路252號 ）

7/1（日）19-20:00
都蘭小洋房書店 Casa Yang Books & Art
（台東縣東河鄉都蘭村都蘭225-26號）

7/3（二）18:30-19:30
走走池上
（台東縣池上鄉中山路99 號）

7/5（四）19-20:00
璞石咖啡館
（花蓮市明禮路8號 ）

7/6（五）18:30-19:30
雨樵懶人書店
（花蓮市光復街130號2樓）

7/13（五）19:30-20:30
瑯嬛書屋
（桃園市中壢區榮民路165巷6號）

7/14（六）16-17:00
MR Book Cafe 月讀。書咖
（竹北市成功十街105號）

7/15（日）16-17:00
江山藝改所 Jiang Shan Yi Gai Suo
（新竹市興達街1號）

7/18（三）19-20:00
見書店 Sea To See Bookafé
（基隆市仁二路236號）

活動頁面：https://www.facebook.com/events/515087695560631/

--
",['john0liang'],[': 推！']
417,[交易] 售 /厭世少年台中場,Mon Jul 16 20:30:27 2018,Yanagi5566 (持續厭世中),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
                      標題分類後請加上 徵/售/換/贈
              完成交易後也請修改標題為 已徵/售出/已換/已贈
 例：[交易] 售/2375EP -完成交易後-> [交易] 售出/2375EP
-------------------------以上文字可用ctrl+y刪除---------------------------
https://i.imgur.com/ewV7Flc.jpg

1.徵/售/換/贈：售


2.交易項目：厭世少年台中


3.交易價格：400


4.交易時間：開演前


5.交易地點：任意


6.備註：嗚嗚

https://www.indievox.com/legacytc/event-post/20995

--
","['john0liang', 'stacysha', 'unspark', 'kissmenow', 'mco520', 'bsw555', 'lyukuo']","[': 嗚嗚', ': 嗚嗚', ': 嗚嗚', ': 收', ': 嗚嗚', ': 洽啦www', ': 嗚嗚']"
418,[售] 厭世少年 7/20 青春校園戀愛物語,Wed Jul 18 14:30:50 2018,soraka (索拉卡),"
","['eason4747', 'zeroxx', 'wensly123', 'sunny842', 'fadowdog', 'soraka', 'kissmenow']","[':孩子們，準備好了嗎？', ':是的！船長！', ':喔~~~~~~', ':是誰住在深海的大鳳梨裡', ':大同飽包', ': 省事用轉文的希望有人買~', ': 收']"
419,[情報] 《搖滾樂殺人事件》搖滾首映計畫,Wed Jul 18 22:12:58 2018,john0liang (約翰想變強),"
問卷連結：

https://www.surveycake.com/s/zgLG2


《搖滾樂殺人事件》搖滾首映計畫
 董事長樂團 林大鈞 監製 × 金馬獎導演 游智煒

這是一部屬於台灣搖滾樂的電影，讓台灣樂迷的心中，也有一部能代表他們心中最具搖滾
精神的音樂電影！

20 歲的學生貝斯手娃娃（姚愛寗 飾），這天晚上接到了一通電話：他的爸爸（楊大正
飾）死了。

他的爸爸，是個殺人犯，這『殺人犯的女兒』身份，如同胎記般，讓娃娃永遠無法擺脫。

在整理遺物的過程中，娃娃赫然發現，她的爸爸就是當年傳奇地下樂團『獨裁者』的成員
之一，與主唱（宋柏緯 飾）情同手足，也跟當年的女友愛麗絲（林辰唏 飾）更是出雙入
對，而樂團經理人（李亦捷 飾）只要守護讓樂團可以繼續。

娃娃陸續透過幾個當事人的口，慢慢拼湊出當年爸爸的樂團面貌，以及殺人事件的始末。

隨著接收到的訊息越來越多，娃娃越發不安，因為原本不在她生命中佔據位置的人事物，
開始逐一出現… 這些破碎故事的其中一塊拼圖，也將解開她曾經耿耿於懷的心事…

搖滾樂殺人事件

導演：「生命狂想曲」游智煒

監製：董事長樂團 林大鈞

主演：滅火器樂團 楊大正、「第36個故事」林辰唏、「六弄咖啡館」宋柏緯、「郊遊」
李亦捷、「帶我去月球」姚愛寗、「寶米恰恰」歐陽倫、88顆芭樂籽 阿強、TRASH 阿夜
、頤原、舞陽

片長：90 分鐘



相關影片

2018台北電影節｜特別放映｜搖滾樂殺人事件 Killed by Rock and Roll

https://www.youtube.com/watch?v=HcRNojFruJs

--
歡迎來 nmsmusic 非主流音樂板 發心得文賺P幣！
https://www.ptt.cc/bbs/nmsmusic/

創了可是沒什麼在經營的粉絲專頁：
https://www.facebook.com/PTTnmsmusic/

--
","['jeudionemore', 'LINDAZON', 'howhowandy', 'unspark']","[': 推推', ': 填！', ': 推鈞董', ': 有阿強想看><']"
420,[心得] 南瓜妮歌迷俱樂部《他我》台北場(附歌單),Thu Jul 19 00:55:23 2018,bsw555 (層層),"
南瓜妮歌迷俱樂部《他我 Alter Ego》專輯巡迴-台北場

2018/07/06 (五) 20:00 Legacy Taipei

-

歌單

1.安妮之島
2.海王星

「歡迎光臨南瓜妮歌迷俱樂部首張專輯新歌發表會，既然是發表會那我們就一首一首來囉。」

「啊對了，我們自己有一個新的想法，我們新專輯的歌啊，是要搖的，不要再點頭了，大家搖起來！」

3.幼獸兒
4.山坡上的薩滿
5.小雀斑
6.渴

「我們剛剛在後台打賭，這件衣服可以撐多久(脫外套)，現在知道為什麼這件衣服穿不了這麼久了嗎，因為脫掉一樣！(苦笑)」

「欸你們都有酒嗎，整張專輯都在酒吧裡寫的還不買點酒來聽！」

(爆料林一根這次巡迴都偷偷在鼓後面放一排啤酒)

(惠婷出場)

7.金色的海

(惠婷跟家洋的互動可以看吹音樂報導)
https://blow.streetvoice.com/40654

8.莎賓娜

(惠婷退場)

「上網看到評論說南瓜妮的歌永遠都在寫青春跟迷惘，然後我就想有嗎？我就打開自己的歌詞，幹好像有。那不如就直接唱接下來這一段，青春迷惘三部曲。」

9.我多麼想成為你的鹿
10.煙火
11.七月十日

(大叔的感慨時間XD說現在年輕人好像不認識南瓜妮了)

「接下來呢，年輕人們，叔叔唱我們以前的歌給你們聽。」

12.森林男孩
13.果陀
14.昆德拉
15.旅人．旅人

「南瓜妮的創作有個小小原則，青春可以迷惘，孤獨也可以暫時找不到出口，你可以一個人，可以很無助，但你不可以不懷有一點小小的希望，這首歌送給你們，微光。」

16.微光

介紹團員

感謝名單

17.花

安可

18.南瓜妮歌迷俱樂部

-

心得

錯過了高雄場、台中場，威卡又跟告五人撞團，陰錯陽差聽了本來以為最不可能的台北場。

Legacy的音響和燈光普遍都在水準之上，沒什麼好挑剔的。
VJ很令人驚豔！應該是我第一次在livehouse看到分割螢幕的設計，配上絢麗的燈光，超酷。

新專輯的巡迴自然是以新歌為主，偶爾穿插一些以前的歌曲(那些所謂的青春迷惘XD)。《他我》使用了大量電子音效，幾乎完全呈現了，感謝忙碌的小青蛙和弘禮的努力，辛苦了XD

台北場的嘉賓請到了惠婷，和家洋的互動很可愛很有趣，期待下次學會在間奏跳舞的家洋(迷妹表示一定很帥<3)

印象最深刻的是微光前的這段話：
「南瓜妮的創作有個小小原則，青春可以迷惘，孤獨也可以暫時找不到出口，你可以一個人，可以很無助，但你不可以不懷有一點小小的希望。」
這首歌對我的意義實在太大。在無數脆弱無助的時刻，是微光一次次的帶來救贖；崩潰大哭的時候，是微光輕輕的撫平憂傷；迷途失措的時分，是微光默默的導向正途。

謝謝微光，謝謝南瓜妮。

「我們都別再徬徨。」

--
","['john0liang', 'yshhsy', 'Hrzon', 'johnyang', 'edithyh', 'Toshi44279', 'cyhuan']","[': 推！我是喜歡《七月十日》的老人，經官方認證過的唷。', ': 推！我也喜歡唱微光前的那段話！', ': 微光前面講的話真的感人', ': 讚..', ': 推', ': 推~~很喜歡這場演出!', ': 推']"
421,[情報] The Roadside inn 新專輯-MV釋出 迴旋手,Thu Jul 19 15:29:49 2018,vidachien (vida),"
新MV 迴旋手指虎
https://www.facebook.com/164803373708318/posts/891752264346755/

--
","['ericfan0000', 'john0liang', 'blacksword08']","[': 超讚的啊受不了', ': 喔喔喔喔！', ': 敲碗專場啊啊啊']"
422,[交易] 售 RADWIMPS特A區兩張,Thu Jul 19 21:17:27 2018,ChengcheHe (魚片),"
1.售：RADWIMPS


2.交易項目：特A區兩張


3.交易價格：一張 3000


4.交易時間：皆可


5.交易地點：面交或郵寄


6.備註：


--
",[],[]
423,[分享] 厭世少年 07/20 台北場歌單,Fri Jul 20 22:28:49 2018,soraka (索拉卡),"

手機PO文排版差抱歉



歌單：

青春校園戀愛物語

狗男女

一場絕望的雨

就這樣子不見

再次愛上你

流浪狗與爛主人

低頭族

害羞少年戀愛日記

cover歌
（某首老歌，檳榔說不要錄影，那我歌單就也先不寫出來囉）

甲午戰爭

小姐與流氓

你變態的心

（安可）

比比

妥瑞氏症



聽完好想衝台中場 XD

-----
Sent from JPTT on my iPhone

--
推 bangdian:你知道蒼井空跟釣魚台的差別嗎10/08 03:53
推 HONDA1023:蒼井空是我的 釣魚台是台灣的10/08 03:54

--
","['bangdian', 'HONDA1023', 'john0liang', 'littlemooooo', 'lazyyuriko', 'kissmenow']","[':你知道蒼井空跟釣魚台的差別嗎', ':蒼井空是我的 釣魚台是台灣的', ': 感謝分享！', ': <3', ': 聽完好滿足～', ': 我已經決定再衝台中場了']"
424,[分享] 看完孤狼茄子蛋滿血復活幹歹事也不怕,Sat Jul 21 07:39:47 2018,chentingyi80 (elaine),"
新聞出處
https://tw.appledaily.com/new/realtime/20180717/1393403/

金曲最佳新人及台語專輯獎的茄子蛋，擔任《孤狼之血》電影宣傳大使，歌曲《浪子回頭》成為電影預告主題宣傳曲，他們今出席媒體試映記者會，笑說看完電影覺得：「就算幹歹事也不怕，人生絕無悔恨之路，勇敢向前行。」還巧遇《浪子回頭》MV主題曲男主角吳朋奉。

茄子蛋分享《孤狼之血》的看點，讚電影遊走正義的鋼索，不管做甚麼都義無反顧、毫不退縮，笑說跟他們創作歌曲的過程很像，「一同和朋友面對困境、共嘗那份酸苦」，《孤狼之血》將於7月20日上映。（張力文／台北報導）

孤狼之血7.20全台正式上映


--
",[],[]
425,[分享] 為家人負責任茄子蛋自稱很硬,Sat Jul 21 07:42:18 2018,chentingyi80 (elaine),"
新聞出處
https://www.mirrormedia.mg/story/20180717ent023/

第29屆金曲獎最佳新人與最佳台語專輯雙料得主茄子蛋，獲獎金曲〈浪子回頭〉被日本電影《孤狼之血》選作電影主題曲，今（17日）應邀出席記者會，這是金曲獎之後第一次公開活動，茄子蛋團員開心喊：「耶！終於有工作了！」

茄子蛋團員看完《孤狼之血》深覺後勁十足，主唱阿斌對松坂桃李飾演的熱血刑警印象深刻，團員對電影裡黑道追殺、激烈打鬥與血腥場面讚不絕口，被問到「茄子蛋誰比較硬？！」團員二話不說說：「都很硬，都很硬」，請他們舉例竟給了意想不到的答案，「對家人負責，為家人扛起一切責任，就是真的硬！」

成軍6年，茄子蛋樂團在本屆金曲獎大放異彩，但他們仍回歸創作，目前正在進行下張專輯的籌備工作，還在努力寫歌當中。金曲獎拿到的獎金，全部丟進音樂創作裡，「對我們來說，音樂就是一切，沒有退路」。專輯《卡通人物》獲得肯定，新專輯會不會走一樣方向？阿斌說：「保密，保密」，請大家期待。


《孤狼之血》由日本實力派個性影帝役所廣司主演，傳言與黑道掛鉤的資深刑警，與菜鳥警察松坂桃李一同偵辦黑社會組織旗下金融公司職員的失蹤事件。役所廣司在劇情鋒回路轉中超越意想不到的酷勁表現，與黑道組織間的火併對決越演越狂，甚至不惜祭出最後殺手鐧。電影將於7月20日上映。


--
",['YinYiTing'],[': 愛茄子蛋']
426,[心得] 7/20 厭世少年發片場,Sat Jul 21 10:55:59 2018,ken60816 (ken),"


前陣子在spofity聽到厭世少年的新專輯覺得真的太厲害了

裡面每首歌都混了許多不同的曲風 團員實力真的很強

於是就覺得一定要來看一下他們這發片場



很久(大概N年)沒看他們的現場了

看到前排一堆粉粉丟衣服上去覺得好笑

丟錢包是怎麼回事 1600買一晚?? XDD


前面幾首歌檳榔的吉他聽起來好後面 不過後面就比較好了

斑斑的聲音真的很讓人戀愛

找她唱真的是最佳選擇

國中小弟弟真的是未來新星 上台毫無違和感

只是舉國旗真的是欠教育 XD


妥瑞氏症真的是我最喜歡的一首歌

歌曲一開始用卡爾卡西一號練習曲當前奏真的是超神的

最後沒聽到我的世界垮下來有點可惜 不知道是不是沒錢請弦樂老師QQ


結束後買了專輯 會雷射 超酷der

厭世少年真的很強 沒擠滿LEGACY的場地好可惜

這麼厲害的團應該要更多人知道才對






--
","['andy47825', 'CKSCleader', 'soraka', 'littlemooooo', 'littlemooooo']","[': 那國旗真的母湯，錢包接很準我真的看到笑死XDDD', ': 我在第一排 幹我必須說接錢包真的很屌', ': 沒有唱啊又忘記你的名字 那首grooving極神 QQ', ': 接錢包那幕不小心心動了一下', ': ><']"
427,[交易] 售10/19(五) Hello Nico一張,Sat Jul 21 12:06:19 2018,deadhan (無),"
1.售：10/19 Hello Nico《時的奴隸》


2.交易項目：8排座位一張


3.交易價格：800


4.交易時間：皆可


5.交易地點：台北面交或郵寄


6.備註：沒注意那天是星期五，買錯票QQ

----
Sent from BePTT

--
","['Yanagi5566', 'deadhan']","[': 3-4 大T改標題啊', ': 已修正，感謝提醒']"
428,[心得] 929樂團2018 生鏽的夢 巡迴台中場_迴響,Sun Jul 22 05:23:32 2018,ashianQQ (阿賢別QQ),"
http://i.imgur.com/SzYMf05.jpg

當初會買929的票，純粹只是因為聽過黃玠推薦過他們的歌，覺得不錯聽，然後又有湊到4人套票，平均起來蠻便宜的，就決定去迴響聽看看他們演出

在這之前也只聽過黃玠推薦過的其中兩首歌，“也許像星星”跟“一起去爬山”，到現場聽團時，除了一首“也許像星星”以外，其餘的歌全沒聽過，然後我站的很前面，附近全是歌詞倒背如流又比我矮很多的女粉絲，一顆大樹站在一堆搖擺的小草真的是很突兀

雖然說有9成的歌都沒聽過，沒辦法一起合唱很可惜，但幸好所有的歌都有合我的口味，2個多小時的時間我都跟著音樂一直點頭搖擺，都沒停下來過（原先還很擔心，自己一個人聽一個陌生的團要呆站整場，幸好後來沒有xD）

不得不說929整團的顏值真的超高，全都是長的斯斯文文又靦腆的大叔xD，啊除了鼓手酷了點、貝斯手嘟嘟比較可愛一點以外哈哈

啊吳志寧真的跟黃玠一樣，是講話很暖又長得帥又靦腆的音樂人，在這屬於他們團的發跡地-台中演出，吳志寧不知道講了N次的感恩，真的超客氣的，難怪女粉都一大票，那種散發出來的魅力快連我這男生都要被掰彎了哈哈

這場徹底被圈粉，又多了一個可以無限巡迴歌曲的愛團了
_
凌晨熱到睡不著覺，所以就爬起來寫心得賺P幣了，感恩版主大大審核



-----
Sent from JPTT on my HTC_U-3u.

--
","['buzzmumu', 'playjoy', 'lyukuo', 'LINDAZON', 'LINDAZON', 'myotis', 'john0liang', 'lgng66133']","[': 929推~', ': 黃玠以前也曾是929一員~', ': 昨天也在現場 推一個', ': XDDDD曾當過吳志寧的超級迷妹路過 哈哈哈', ': 可以也貼到Nine_2_Nine 929版喔!!!黃玠絲襪一起的共用版', ': 929圈到新粉～太棒啦！', ': 讚讚讚！', ': 快來宜蘭場 929前團員也都在']"
429,Fw: [推薦] 親愛的無情孫小美-茄子蛋,Sun Jul 22 11:32:59 2018,meblessme (地球太可怕我要回火星),"
","['oray914', 'soraka', 'coldplay0211', 'ringohejia', 'shadowmamba', 's916813', 'Fanlic', 'food36', 'meblessme', 'meblessme', 'meblessme', 'andylai1997', 'rocked8019', 'swowp', 'YinYiTing', 'Fanlic', 'hankower', 'lichen2', 'pineapple824', 'paga8087', 'Rosor', 'wqe4r3sdf', 'wqe4r3sdf', 'wqe4r3sdf', 'abcde010710', 'abcde010710']","[': 推 小弟也愛這張 最愛波克比的愛', ': 波克比的愛+1', ': 孫小美 棒棒', ': 我若是有來生我想欲變成你啦', ': 我也最愛這首！', ': 濁水都市最讚', ': 最愛波克比的愛第二才是孫小美', ': 茄子蛋我真的比不出來哪首是最喜歡的...', ': 只是覺得浪子一千多萬，但其他好歌可能還不到十萬，也', ': 差太多', ': 明明也都是很棒的歌，很可惜', ': 畢竟浪子的mv真的很好看啊嗚嗚', ': 超愛波克比', ': 我也最愛這首！', ': 最愛孫小美！！！', ': 因為很多人都跟風而已啊....會真的深入的很少', ': 濁水都市阿阿阿阿阿', ': 最愛波克比！', ': 我若是有來生我想欲變成你!', ': Ms. Doremi  每次聽到solo都高潮', ': doremi我覺得最神', ': 浪子mv根本電影剪出來的 傳唱度高 有點年紀的共鳴超強', ': 其他也好聽 但第一次看那mv就攤在椅子上repeat一整晚', ': 其他幾首加起來都可以拍成電影了 屌打一堆國片', ': 最愛doremi', ': 最不喜歡日常 覺得很普通的抒情歌']"
