,標題,時間,作者,內文,留言作者,留言
402,[六月] 表演資訊 & 置底閒聊區,Sat Jun  3 21:08:50 2017,Yanagi5566 (費雯機),"
https://youtu.be/YdJc7-ZEuT0

Liam預計在十月發行首張個人專輯<3

這是目前釋出的第一支MV

跟之前綠洲解散後的作品相比

聲音更加出色

至少回到Oasis時期的七成了吧

而且也比Beady Eye的任何一首歌還要耐聽

真的好期待年底喔

聽說十一月他老哥也要發行第三張作品了

到時候一定很精采ＸＤ

--
→ billchen0905:對了UCLA是再哪一國 中文名稱是啥啊 有比哈佛有名嗎 08/08 21:06
→ billchen0905:看到內文了 洛杉磯大學而已 我還以為哈佛哩08/08 21:07
→ billchen0905:要唸也念一些人家聽過的學校好不好 不是牛津劍橋哈佛 08/08 21:08
→ billchen0905:就乖乖呆在台灣就好了 浪費錢幹麻08/08 21:08
2011世界大學排名       No.12  University of California Los Angeles
                       81-90  國立台灣大學

--
","['billchen0905', 'billchen0905', 'billchen0905', 'billchen0905', 'fred5566a', 'allen63521', 'Mews']","[':對了UCLA是再哪一國 中文名稱是啥啊 有比哈佛有名嗎', ':看到內文了 洛杉磯大學而已 我還以為哈佛哩', ':要唸也念一些人家聽過的學校好不好 不是牛津劍橋哈佛', ':就乖乖呆在台灣就好了 浪費錢幹麻', ': 新歌真的好聽', ': 我覺得Beady Eye的The Roller很讚啊', ': 但那時候聲音沒現在那麼好']"
403,[心得] Liam Gallagher - Wall Of Glass,Mon Jun  5 01:42:16 2017,Mews (On Your Own),"
【Roaming初夏x The Dealer策劃】

一群來自東吳大學喜愛音樂的的學生組成的團隊。

取名The dealer的靈感來源是想以獨立音樂供應商，提供音樂迷幻藥，將台灣獨立音樂的
文化帶入校園。

「 第一屆東吳大學Roaming初夏
   讓你從頭皮Chill到腳指頭  」


----------------------------------------------
2017/06/07 Roaming初夏 @東吳大學
地點：東吳大學城中校區 游藝廣場
時間：6/7 (三) 17：30 開放進場，18：20正式開始
門票：預售單人350元│預售四人套票1200元 │單人現場400元
重量級來賓：DJ Soryo│洪申豪/vooid│雀斑樂團


購買預售票(即日起至6/6)：https://goo.gl/forms/v19bkrDsG5nmtD9Q2
Roaming初夏活動頁：https://goo.gl/Y0kJ95
官方粉絲專頁：https://www.facebook.com/thedealerscu

--
","['clark2644', 'blueskymaple']","[': 混音社幫推', ': 可惜社團送舊QAQ']"
404,"[情報]東吳大學Roaming初夏-「VOOID,雀斑樂團」",Tue Jun  6 22:22:33 2017,kitty60719 (橙草積雨雲),"

北 (北北基桃竹苗) Live House 表演行程
https://goo.gl/zgDvGj

中 (中彰投雲) Live House 表演行程
https://goo.gl/9Cc4Ie

南 (嘉南高屏) Live House 表演行程
https://goo.gl/Ct3pXJ

東及其他 (宜花東、世界各地) Live House 表演行程
https://goo.gl/aIoO0j

大家有什麼建議，還煩請跟我們說唷。謝謝。


歡迎大家看完表演也可以寫心得唷。

我忘記買小球台中場的票了。哭哭。

--
","['Yanagi5566', 'john0liang']","[': 多謝', ': 您最辛苦了！']"
405,Re: [情報] 表演資訊 的 Google日曆 6月！,Fri Jun  9 21:44:25 2017,john0liang (約翰想變強),"
在聽團的時候，時常會發現到平常的朋友圈很少有聽獨立樂團，時常聽團都是自己跟認識
的人一起去，或者朋友圈內沒有人在聽獨立樂團，常常就是跟幾個比較要好的，有時候就
有在聽團的朋友也不認識自己想要去聽的團，或者朋友剛好都沒空，這時候不是上 ＦＢ
社團去找人，不然就是得自己去。

本小魯，在之前就真的常常自己去看表演，嗚嗚嗚嗚...

有鑑於此，不如我自己開發一個 App ，而這個 APP
就是會去尋找身邊附近的所有表演，使用者會選擇想去的樂團表演，依照他選擇的表演，
可以找到跟他有共同喜好的人，跟這群人去做互動，並約個地點讓他們一同前往集合點，
在看表演的時候可以跟這群一起玩，希望能讓原本互不認識的這群，因為這個表演，可以
玩在一起，也因為一群人玩在一塊，比一個人玩有趣很多，能更快的炒熱整個表演的氣氛
，讓場子更活絡，表演者也會因為觀眾的熱情，表演得更起勁。
目前的活動都是從政府開放出來的活動為主，表演活動偏少，有些獨立樂團只有在自己粉
絲頁分享的活動，或是免費入場的活動，就沒有收集到。

未來希望與各個樂團做接洽，讓樂團可以直接在上面建立活動，也可以讓樂團直接跟揪團
的粉絲們互動。
雖然本人不會任何一種樂器（沒天份），但也希望以非音樂人的身份，為台灣的獨立音樂
雖然本人不會任何一種樂器（沒天份），但也希望以非音樂人的身份，為台灣的獨立音樂
盡一份心力
謝謝！！

粉絲團連結：
https://www.facebook.com/BumpTogether/

App 連結：
Bump - 獨立音樂活動表演揪團平台
https://appsto.re/tw/VO5akb.i

--
","['CreeperC', 'clark2644', 'bboom904tw', 'sodawang', 'clark2644', 'snickers8523', 'Gazza555', 'Yanagi5566', 'phahaha', 'john0liang', 'graffitiblue', 'ravanna', 'ravanna', 'yas1119', 'snickers8523', 'YCYShu', 's78036', 'td162940', 'Hkenty', 'snickers8523', 'stacysha', 'ilovetherock', 'a2525911', 'cov', 'sherees', 'jin27332', 'Guar', 'icl30906', 'ica6131', 'Yanagi5566', 'triplefree', 'Haruzhen', 'naracat', 'chichi077', 'db12467', 'db12467', 'denkeni', 'MollyChen', 'circosgood', 'Yanagi5566', 'smilecat520', 'snickers8523', 'MaryCTFuture', 'peterpan5566', 'cloudylove', 'chiichi', 'bsw555', 'dudu1026', 'kinoko030', 'snickers8523', 'Yanagi5566', 'momi', 'snickers8523', 'fish510468', 'DrMasSam', 'DrMasSam', 'Oceanpeter', 'gigisteve', 'gigisteve', 'littlemooooo', 'fiegger', 'adiharu', 'SuperRoMay', 'yeh0416', 'snickers8523', 'aa708', 'seanma', 'lighdawo', 'mdlvi', 'yungilin000', 'zlouolz']","[': 推', ': 推', ': 推！', ': 推', ': 話說 ANDROID沒有O.O??', ': 我們團隊目前尚無安卓工程師，未來一定會有安卓版', ': 推 這好酷', ': 推', ': 安卓QQ', ': 先推，然後跪求安卓版本！', ': 推  看團找不到朋友', ': 推 求安卓', ': 推 求安卓', ': 推！求安卓', ': 各位喜歡我們的作品的話，不妨推薦給身邊的好友', ': 太帥啦', ': 超棒的', ': 推推，跪求安卓!', ': 推推！', ': 安卓版呼聲真高，真的要認真考慮一下><', ': 等安卓~~', ': 推', ': 推 求安卓', ': 求安卓', ': 推 拿來當作新聞看也滿方便的', ': 推  同求安卓', ': 讚讚讚，找全台各地的live超方便', ': 推 自己聽有點寂寞啊', ': 推！希望之後有手動增加場次的功能><', ': 然後分類 改 情報 會好些 拜託了', ': 酷', ': 推', ': 推~求安卓版~', ': 推！求安卓版~~', ': 太猛啦～一個人看團已習慣的人推', ': 太猛啦～一個人看團已習慣的人推', ': 有心 推！', ': 推!', ': 我還在9.3.3不能用 QQ', ': 推樓上9.3.3 嗚嗚 依然覺得iOS 10沒有以前好看', ': 推有心～～雖然版本太舊無法用', ': 你是ios 幾呢？', ': 推～但也是9.3.3不能用', ': 求安卓版！！', ': 酷酷酷!!!', ': 推推', ': 酷 求安卓', ': 推～上次自己去看法蘭黛被身旁的情侶閃瞎（哭）', ': 推推', ': 要不要組一個去死團聽表演：D', ': 好xD', ': 可否加入女巫店跟好意思cafe的演出...都有想揪的', ': 有想加的活動請訊息給我喔，我會幫你加入', ': 這好酷 已下載', ': 推個', ': 啊沒安卓版..', ': 推', ': 太有心了! 推', ': 太有心了! 推', ': 等安卓!!', ': 求安卓板!!!', ': 沒有ios 幫qq', ': iOS 偷笑', ': ios 9.3.3表示傷心', ': 下一版將會支援iOS 9喔，請再等一下！', ': 酷欸', ': 推', ': 推有心！期待安卓～～', ': 推 求安卓', ': 推', ': 推～']"
406,[自介] 如果有一個能夠快速找到看團朋友的 App,Fri Jun 16 15:07:51 2017,snickers8523 (boshi),"




明天早上才考完


然後才能聽血肉啊啊啊啊



嗚嗚嗚



大家期末考都聽什麼歌啊

--
","['clark2644', 'CreeperC', 'dudu1026', 'Yanagi5566', 'nuclear211']","[': 上山', ': 黃玠', ': 張懸（焦安溥）', ': 今天要聽血肉', ': 陳綺貞！']"
407,[閒聊] 期末考,Fri Jun 16 15:45:35 2017,Yanagi5566 (nagi 餓餓! 餓餓!),"
老諾x樂團 首張專輯《清水》講唱會
【從『鯤島』起義邁向故鄉『清水』之路】全台巡迴
時間 Time/
2017/06/18(日) 16:00

地點 Venue/
江山藝改所 (新竹市江山街13號至15號間小巷內/城隍廟旁)
Jiang Shan Yi Gai Suo (In the alley between No.13 & No.15, Jiang Shan St.,
Hsinchu City/near Cheng Huang Temple)

表演者 Performers/
老諾x樂團

入場方式 Admission/
免費入場 Free Admission

//////////////////////////////////////////////////////////////////////////

關於表演 About The Performance/
以關懷在地鄉里為創作主軸，並以民謠作為音樂根基，延續過往社會關懷的創作底蘊，期
望能用音樂傾訴、反思與關懷家鄉土地的故事。老諾x樂團 首張專輯《清水》花費了2年
的時間，在返鄉的過程與近30組年輕樂團樂手們進行交流創作，從『鯤島』起義邁向故鄉
『清水』之路，期待您一同來傾聽與關懷這片土地的音樂和故事。

老諾x樂團《清水》實體專輯、周邊線上購買：https://goo.gl/okPgWM
《清水》線上音樂串流服務同步上架！
KKBOX：http://kkbox.fm/ga1Xb2
Spotify：https://open.spotify.com/album/0tiXacA3zKjSKfB3RkVsMy
APPLE MUSIC：https://itun.es/tw/GQYojb

//////////////////////////////////////////////////////////////////////////

關於表演者 About The Performer/
● 老諾（陳信宏）
台中清水人，老諾（陳信宏）是台中獨立音樂界重要的推手，除了擔任學校音樂社團指導
老師、經營浮現藝文展演空間，更是多屆搖滾臺中音樂節的音樂總監，對於在地獨立音樂
的推廣，可說是功不可沒。

主要經歷：
老諾 x 主音樂團經歷20年，台中在地樂團青年領袖
老諾Live House X 浮現Live House藝文展演空間 創辦人
TADA 方舟藝文展演空間 創辦人
搖滾台中計畫主持人
無懼音樂祭計畫主持人
東亞流行音樂節計畫主持人
日本官方國際亞洲音樂祭MUSIX 2012 特邀世界總監交流會台灣代表

//////////////////////////////////////////////////////////////////////////

交通方式/
● 大眾運輸
火車站出口出來，沿著左前方林森路直走約100公尺，於左手邊「台灣銀行」前搭乘大遠
百免費接駁車，在第三個停靠站(中山路北門街口)下車，往前直走約50公尺右轉仁德街(
地標為貢茶)，直走約50公尺左轉江山街，找到13號及15號之間的防火巷，進入巷子約15
公尺右手邊即為本所正門。
● 步行
火車站出口出來，沿著左前方林森路直走，看到右手邊的「南門醫院」後右轉復興路並直
走接東門街，看到城隍廟前廣場往正前方找到仁德街(地標為貢茶)，進入仁德街直走約50
公尺左轉江山街，找到13號及15號之間的防火巷，進入巷子約15公尺右手邊即為本所正門
。（約15~20分鐘）
● 地圖 Map
中文版：http://0rz.tw/3y8dH
English Version：http://0rz.tw/AQCdk

活動頁面：https://www.facebook.com/events/432601680442908/

--
",[],[]
408,[情報] 老諾x樂團 首張專輯《清水》講唱會(新竹),Fri Jun 16 21:55:41 2017,OscarJeff (藝術與城市),"
臨時有事無法去了

出售這週六台中場一張

台北捷運站、桃園 可面交

--
",[],[]
409,[交易] 售血肉果汁機 台中場,Sat Jun 17 04:14:47 2017,kinoko030 (滾滾),"
https://youtu.be/xzwicesJQ7E

阿給火最近推出了第二部新的MV

跟以往的曲風有點不太一樣

但是我覺得還算不錯

感覺蠻特別的


歌詞:

http://www.azlyrics.com/lyrics/arcadefire/creaturecomfort.html
It goes on and on, I don't know what I want
On and on, I don't know if I want it
On and on, I don't know what I want
On and on, I don't know if I want it
(On and on I don't know what I want)
(On and on I don't know if I want it)
(On and on I don't know what I want)
(On and on I don't know if I want it)

是啊

時間不停的走

卻還是不知道自己想要的是什麼

又或者其實知道，卻不敢面對自己的想法呢？


Creature comfort, make it painless

過的太舒適，會無法體會痛苦的存在

是這樣嗎？

或許是吧？

有時候太過適應一種生活

當突然失去某部分反而會感到加倍的苦痛

這就是歌詞裡面所提到的feedback吧？

失去使人成長

不斷失去即是面對衰老的過程之一

只能學習接受吧

--
→ billchen0905:對了UCLA是再哪一國 中文名稱是啥啊 有比哈佛有名嗎 08/08 21:06
→ billchen0905:看到內文了 洛杉磯大學而已 我還以為哈佛哩08/08 21:07
→ billchen0905:要唸也念一些人家聽過的學校好不好 不是牛津劍橋哈佛 08/08 21:08
→ billchen0905:就乖乖呆在台灣就好了 浪費錢幹麻08/08 21:08
2011世界大學排名       No.12  University of California Los Angeles
                       81-90  國立台灣大學

--
","['billchen0905', 'billchen0905', 'billchen0905', 'billchen0905', 'YINCHAUN', 'playourole']","[':對了UCLA是再哪一國 中文名稱是啥啊 有比哈佛有名嗎', ':看到內文了 洛杉磯大學而已 我還以為哈佛哩', ':要唸也念一些人家聽過的學校好不好 不是牛津劍橋哈佛', ':就乖乖呆在台灣就好了 浪費錢幹麻', ': 洗腦阿', ': 讚讚']"
410,[心得] Arcade Fire - Creature Comfort,Sun Jun 18 00:30:19 2017,Mews (On Your Own),"

不囉嗦 先上圖！

http://i.imgur.com/KJ2Qq05.jpg
http://i.imgur.com/vYi5F8p.jpg
http://i.imgur.com/Ts4i2Py.jpg
http://i.imgur.com/IHL0fwd.jpg
http://i.imgur.com/ivDfk0M.jpg



今天由Infernal Chaos開場


前面開始帶熱身操.. 痾不對circle pit


給觀眾暖暖嗓～


血肉一出場 直接上主秀潑水


結果阿仲潑完差點害阿霖滑倒xD


結果前三首就把黑訊息唱完


仲：好了 新專輯唱完了xD


接著主秀喝水


看阿仲把水喝完寶特瓶壓扁宣揚愛地球


全場也有三首新歌，分別是


抽煙、Cross Over、心胸狹隘、下午茶...


以上新歌發表 每首長度大概5秒鐘


真ㄉ4廢到笑xD


還有即興饒舌2K14跟NBA


中場休息在放麻吉大哥


安可大家喊 勾幾拜！ 喊到最後邊操機掰 血肉才回台上


最後用血肉大舞池完美收尾


歌單還真的記不住要請網友補充 嗚嗚


窩文筆不優請多包涵


對ㄌ 現場撿到一片Infernal Chaos的pick


有興趣的給我滿滿血肉顏色的噓文


月底抽出幸運兒！


噗噗 噗噗


下流團94爽


感恩勞力

血
肉
；

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['Yanagi5566', 'nuigurumi', 'nuigurumi', 'Esis', 'Esis', 'nuigurumi', 'primosho', 'Yanagi5566', 'Yanagi5566', 'primosho', 'micky0803']","[': ㄇㄉ我回家要幫妳上紅色的推', ': http://i.imgur.com/2Cw5oM2.jpg', ': 幫補歌單', ': 抽煙、Cross Over、心胸狹隘、下午茶  →這樣是四首？', ': 以上新歌發表 「每首長隊大概5秒鐘」→抱歉看不懂？', ': 四首沒錯，每首都五秒內不要懷疑XD', ': 幹  為什麼安可不是告白氣球QQ', ': 喊告白氣球那ㄍ真ㄉ很下流xDD', ': 結果這場是阿中告別場QQQQQQQ', ': 剛剛看到IGㄌQQ', ': 抽一支菸']"
411,[心得] 血肉果汁機台中場 加碼抽獎！,Sun Jun 18 19:02:50 2017,Yanagi5566 (nagi 餓餓! 餓餓!),"



滅火器10周年暴動巡迴台北場

6/23台北TheWall


備註：只求1張台北各大捷運站皆可面交

-----
Sent from JPTT on my Sony E6853.

--
","['skyysh', 'skyysh']","[': 我這有一張要賣', ': 票已售出。']"
412,[徵求] 6/23滅火器 台北The Wall表演,Mon Jun 19 17:39:41 2017,dd019857474 (可樂果還我),"
昨天晚上公布的相信應該很多人已經看過
但還是不免俗地貼上來分享一下~

2017 覺醒音樂祭 演出時程表
https://www.facebook.com/wakeupfest/posts/1396639520404079

週五超吸引我的啊可惜無法去QQ
孔雀眼、鹿比吠陀跟晨曦光廊！(還好25號晨曦在台北Legacy可以先去看)

週六有草地人聽說下雨機率飆高(汗)
也有點想看The Tic Tac

週日OVERTONE復出第一場！同舞台接著是槍擊潑辣一定要去看的啦 \(^▽^)/
中間換場猶豫要衝去看法蘭黛還是康士坦還是比利熊

大家今年有哪些必看的團嗎？

--
","['rainbowlian', 'rainbowlian', 'stacysha']","[': 美秀撞瑪莉咬凱利、落日飛車撞皇后皮箱、滅火器撞夜', ': 貓組、法蘭黛撞康士坦 QQ好幾回', ': 舞台太多的困擾!  這麼多團應該可以連辦兩個周末了']"
413,[情報] Wake up音樂祭時程表公布!,Tue Jun 20 18:15:35 2017,stacysha (牛頭牌小沙醬),"
9M88目前在台北廣播電台

93.1

接受訪問

腦粉快聽RRRRRR(像我XDD

--
打開電視　一堆笑容同款的古椎的面
打開電台　生活除了情愛　就無別種歌通唱？
打開電視　一堆扮空裝瘋被消遣的歌星
打開電視　內容品質如何　大家攏知
打開電台　播送的歌都在談情說愛
ah~娛樂的世界　極樂的世界　白吃的世界　瘋狂的世界

--
",[],[]
414,[情報] 9M88廣播,Thu Jun 22 00:03:05 2017,clark2644 (Buddy Lee),"
http://i.imgur.com/s0WEIOH.jpg

晚上滑手機看到第一行的時候就有種不祥的預感
點開真的眼淚都要掉粗乃惹T_T
沒想到上禮拜看的就是最後一場嗚嗚
感謝阿中QQ 感謝勞力QQ

--
","['Yanagi5566', 'gjyankees', 'micky0803', 'blueskymaple', 'littlemooooo', 'icl30906']","[': 感謝阿中QQ 感謝勞力QQ', ': QQ', ': QQ', ': QQ', ': QQ', ': 感謝勞力']"
415,[情報] 血肉果汁機鼓手退團,Thu Jun 22 00:49:09 2017,nuigurumi (喬治),"


《FireBall 火球祭 首波參戰》
｜Brahman（ブラフマン） (JP)｜Flesh Juicer 血肉果汁機｜
｜隨性 Random｜胖虎 punkhoo｜
｜INFERNAL CHAOS｜奮樂團｜
｜Destroyers 擊沈女孩｜一步 One Step｜
｜The Roadside Inn ｜Burning Island 火燒島｜
「要玩就玩大條一點！」
火焰先生第一顆火球，八面玲瓏BRAHMAN領軍，
10組台日酷帥樂團，1次全部噴發。
接好，下一球你可能會受不了！



8月26-27日 | 高雄展覽館
0628 正式開賣

--

心得：
隨著阿中退團不知道覺醒跟火球祭會看到什麼樣子的血肉
然後有隨性唉！


--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
",[],[]
416,[情報] 火球祭 首波參戰名單,Fri Jun 23 20:56:20 2017,Yanagi5566 (nagi 餓餓! 餓餓!),"
https://youtu.be/AZsYcG7sFAU


今天晚上 你又讓我牽掛
你不太願意 讓我知道你在幹麻
太多情緒也許讓你徬徨
請不要擔心 快點回到我身旁

我在想你的時後睡著了
我在想你的時後牽掛著
我在想你的時後憂鬱著
我在想你的時後失望了



這個版本的比起奶茶更有味道

帶著悵然 在夜裡獨自想念著

每每爭執過後的空虛寂寞感就好適合聽這首



--
","['clark2644', 'HOLAN', 'john0liang', 'amoryo', 'pLizzy', 'purple27', 'garrickhsu', 'estellez']","[': 之前在八卦版發過這首的歌詞文', ': 這首歌真的超級有感覺', ': 這首歌的情境，是不是有點被戴綠帽啊？', ': QQ', ': 最喜歡這個版本現在依然常常聽', ': 這首很美', ': 這首超讚', ': 我也喜歡這首']"
417,[分享] MOJO-我在想你的時候睡著了,Fri Jun 23 22:54:44 2017,sense5566 (Life is solo Hope isn't),"
大家好，我們是 Bump 團隊，近期製作了一個可以查詢全台所有表演以及可以利用這些表演來揪團的 app，讓所有聽團邊緣人不在孤單，在這個冷漠的社會裡，我們希望能夠在獨立音樂提供給所有喜好音樂的青年一些溫暖！

值得欣慰的是，從發佈 app 到這一段期間裡，我們收到了很多值得參考的回饋，很感謝各位提供了這麼多，這麼棒的意見。

但由於目前沒有一個統一個對外窗口，我們希望以粉絲團的方式，提供一個空間來服務各位。

粉絲團提供的服務有：
申請新增表演活動
許願池（可以把目前 app 上面沒有的功能，但想要加入的功能丟到裡面）
平時打屁聊天
號召揪團
臭蟲回報

如果還沒有下載的話，可以到下面網址下載，目前暫時沒有 Android 版，團隊已經在努力中，請大家再多多等待！

粉絲團連結：
https://www.facebook.com/BumpTogether/?fref=ts

Bump - 獨立音樂活動表演揪團平台:
https://appsto.re/tw/VO5akb.i

--
","['phahaha', 'CreeperC', 'snickers8523', 'blacksour', 'ainooto']","[': 又沒安卓QQ  還是推個', ': 推', ': 開發中了，再給我們一些時間', ': 等安卓版，加油', ': 期待安卓版']"
418,[閒聊] Bump 開粉專了！大家可以來聊聊天！,Sat Jun 24 11:01:08 2017,snickers8523 (boshi),"
念澤與慕恩 演唱會
時間 Time/
2017/06/24(六) 20:00

地點 Venue/
江山藝改所 (新竹市江山街13號至15號間小巷內/城隍廟旁)
Jiang Shan Yi Gai Suo (In the alley between No.13 & No.15, Jiang Shan St.,
Hsinchu City/near Cheng Huang Temple)

樂團 Lineup/
陳念澤 Elven Chen
彭慕恩 Moon Peng

票價 Ticket/
現場 At Door $200

//////////////////////////////////////////////////////////////////////////

關於樂團 About The Bands/
● 陳念澤 Elven Chen
18歲是青春起跑線，而我正跟癌症搏鬥，
為了不讓恐懼侵略，只能勇敢微笑面對，
在強烈的治療期間，音樂是唯一的救贖，
大聲唱歌驅走陰暗，把壞細胞通通唱飛，
如今我已抗癌成功，準備起跑追尋夢想，
我用我獨特的聲線，歌唱著生命的希望。
我 是 陳念澤 。

---
● 彭慕恩 Moon Peng
來自後山的排灣族的青年，從小愛出風頭，熱愛表演和搞笑 ， 總是希望自己成為眾人的
目光焦點；於是從學生時期，就憑藉對表演工作的滿腔熱情，帶著原住民天賦的嗓音和詞
曲創作站上舞台，積極參加各種大小型演出 ，累積許多表演經驗。

目前擔任「極光音樂工作室」詞曲創作人之一 、The Signals 訊號樂團團長兼吉他手，
希望被更多人看見、聽見，也希望在追逐夢的路上， 擁有一起奔 跑的夥伴 ，共同燃燒
表演熱力，成為舞台上最閃亮的一顆星。

//////////////////////////////////////////////////////////////////////////

交通方式/
● 大眾運輸
火車站出口出來，沿著左前方林森路直走約100公尺，於左手邊「台灣銀行」前搭乘大遠
百免費接駁車，在第三個停靠站(中山路北門街口)下車，往前直走約50公尺右轉仁德街(
地標為貢茶)，直走約50公尺左轉江山街，找到13號及15號之間的防火巷，進入巷子約15
公尺右手邊即為本所正門。
● 步行
火車站出口出來，沿著左前方林森路直走，看到右手邊的「南門醫院」後右轉復興路並直
走接東門街，看到城隍廟前廣場往正前方找到仁德街(地標為貢茶)，進入仁德街直走約50
公尺左轉江山街，找到13號及15號之間的防火巷，進入巷子約15公尺右手邊即為本所正門
。（約15~20分鐘）
● 地圖 Map
中文版：http://0rz.tw/3y8dH
English Version：http://0rz.tw/AQCdk

活動頁面：https://www.facebook.com/events/1789239897758979/

--
",[],[]
419,[情報] 「念澤與慕恩」演唱會(新竹),Sat Jun 24 19:33:01 2017,OscarJeff (藝術與城市),"
https://youtu.be/h1mqBufsZ6M

歡迎大家來聊天

今天獨立音樂大年

加油啊啊啊


雖然還是很不爽用語言來分獎項就是

--
","['lili1392020', 'SUJO', 'Yanagi5566', 'Yanagi5566', 'blueskymaple', 'pLizzy', 'holishing', 'pLizzy', 'Yanagi5566', 'clubee']","[': 攝影機是不是常take到miss ko啊@@', ': 哎呀呀', ': 嗚嗚 草東每次得獎 就擔憂每次搶不到票QQQQQ', ': 攝影機明明長TAKE胡瓜(誤', ': 再這樣就沒有票了喇', ': 還好滔滔兩場都去了', ': wow', ': 最佳樂團了啦好強超感動', ': 還好去了 醜奴兒跟滔滔 但滔滔都唱專輯和網路沒有的歌', ': 超猛']"
420,[Live] GMA2017,Sat Jun 24 22:48:19 2017,Yanagi5566 (nagi 餓餓! 餓餓!),"
畢業2是法蘭黛
第一季是棉花糖
第二季是法蘭黛

昨天麻醉2公布這個訊息
第一季是草莓救星
第二季是草東

覺得很期待耶！

--
","['bgm2009029', 'nuigurumi', 'Yanagi5566', 'wasbrianfifa', 'blueskymaple', 'Dai72300', 'john0liang', 'puppetired']","[': 推個', ': 因為第一季喜歡上草莓救星，期待這次的草東～', ': 草莓救星!!', ': 法蘭黛的一時脆弱超棒的', ': 一百萬隻蝴蝶很好聽', ': 推', ': 公視讚讚讚！', ': 二個都很喜歡~~~~~~~~']"
421,[閒聊] 麻醉風暴2 X 草東沒有派對,Sun Jun 25 19:47:09 2017,blueskymaple (☆大谷翔平我老公☆),"

大概六點左右的時候到了這牆，
原本打算去裡面坐著喝酒等朋友跟票，
結果鐵門沒開QQ 只好在樓上等

差不多七點的時候才開始放人進去，
不過不知道為什麼這次驗票口在樓梯下去的轉角那邊，
(有去過的人應該懂我在說什麼吧@@)
想先佔置物櫃或是坐旁邊等人也不行，嗚嗚

隨性開始之後我才進去，
原本因為朋友有的受傷、有的隔天要上班，
所以不打算衝撞，一進去就往後面走想說看得比較清楚，
結果人太多，前面的觀眾剛好又很高，幾乎看不到臺上的人XD
後來決定等隨性唱完休息的時候移動到前面

HUSKING BEE開始之後前面的人有小撞，
不過因為沒預習的關係我自己有點跟不上，這點蠻可惜QQ
不然磯部正文的聲音我蠻喜歡的，
回家後看到別人po的歌單他們唱了15首，
真的是滿滿的心意XD

接下來就是重點滅火器了～～
開場Let's Go大家馬上往前撞XD
站在最左邊看過去覺得好像海浪一樣，
一陣往前後又馬上一陣往後退XDDD
結束之後大正說沒有開場的感覺，
於是又唱了一遍Let's Go哈哈～
後面的歌順序跟其他場差不多，
Pass Away、麻痺、螺旋、悲歌……等等，
十九的時候終於忍不住進去衝撞了＞＜
有段talking大正說他感冒一個禮拜了，剛剛唱歌鼻涕一直倒流，
台下馬上有個女生說我幫你吸XDDDDDD
於是大家就開始起鬨吸一下XDDD
最後安可是和HUSKING BEE一起合唱欲走無路跟石垣好朋友～

整場下來真的很爽，幾乎每首都是大合唱，
不過talking意外蠻少，不知道其他場是不是也這樣@@
結束的時候才發現已經11點了；

唯一美中不足就是這場應該超賣很多QQ
不管前後都一樣很密集，甚至滿到走道上，
光是站著也會流汗，完全感覺不到有冷氣，又悶又熱，
想要呼吸新鮮空氣可能要到外面酒吧的地方，
工作人員還跟我說往前擠人還沒滿= =
希望下次不會再遇到QQ

以上，謝謝閱讀～

--
","['s916813', 'ilovetherock', 'allen63521', 'Yanagi5566', 'circosgood', 'blueskymaple', 'nuigurumi', 'tk930732', 'nuigurumi', 'kinoko030', 'nuigurumi', 'kuma946', 'panpeter', 'nuigurumi', 'fish510468']","[': 這牆超賣好像也不意外', ': 那天真的撞到超熱', ': 空氣悶到有人昏倒我也不意外', ': 這牆有時候人太多真的感覺很可怕xD', ': 再唱一次是因為鄭宇辰聲音有問題吧', ': QQ', ': 原來是聲音有問題@@', ': 這牆有冷氣喔。話說地板修了沒？護城河是否健在？', ': 護城河還在XD 地板我就沒注意到了', ': 對不起 我以後不會亂喊了（跪）', ': 是你XDDD', ': 樓樓上沒禮貌', ': 對不起我應該是很高的那個', ': 沒關係XD 我自己也算高也會不小心擋到別人qq', ': 真的很擠']"
