,標題,時間,作者,內文,留言作者,留言
335,[戀愛]  在貳伍吸菸所抱著自己號尬燒聲,Sun Aug 25 04:48:45 2019,traumaheihc (chiehnainai),"
很偶然的，在一個微谷底的狀態聽到他們的音樂
(廢渣爛草莓在任何時候都會覺得人生遇到谷底喇)
那個晚上像發瘋一樣把每首歌都聽遍，每一個字每個旋律都聽得好仔細，突然覺得情緒很
滿就爆哭惹，即使現在明明沒怎樣，聽到還是會哭到發抖。

https://youtu.be/6pF0j2Dq-7I

過了一陣子看到他們辦專場的消息，毫不猶豫就買了票，人不算多但前三排算是有鬆鬆的
站滿xD，果然在家躺著坐著趴著聽，姿勢再舒服都比不上站在現場搖著頭擺著身體。共演
是鐵擊，以我個人來說覺得蠻炒熱氣氛的，也認識了新團好棒棒的喇。

那時候算聽團小菜雞，還放不太開
(今年爛泥巴覺醒自己在厭世少年玩得豪快樂)
記得最後一首歌是荒野脫馬，真的極愛這首，馬上擠到最前面丟下喝了酒微kiang的我朋
友，邊跟著唱邊流眼淚，眼淚裡面成分大概是：很開心可以親自聽到他們的音樂+情緒很
感染+那陣子真的窮到快被鬼抓走，結束的時候看著擺著週邊的桌子很捨不得，不過後來
有機會還是把CD買回來了好開心。

啊超愛的啦，希望他們可以被更多人知道。


https://i.imgur.com/QgGq0N1.jpg
照片很糊請原諒(;_;

--
","['bubble0410', 'ann141414', 'ChouYouZou', 'wally840503', 'x94x55123', 'jason031625', 'klcu24243']","[': 洞穴的酒好喝（抓錯重點', ': 大愛25 光明路的畫面太震撼了', ': 這團超愛', ': 這團不錯ㄛ 希望第二張專輯快點出來～～', ': 不知道為什麼台灣很少人知道', ': 這團我超愛 可惜那天撞無妄QQ 不然我票都買了', ': 超愛貳伍']"
336,[閒聊] 欸欸欸有沒有人要去搖滾台中啦,Sun Aug 25 10:41:59 2019,s96259 (刀吱吱吱吱吱吱),"

搖滾台中這次9/7.9/8
剛好9/9開學
超心動的><
想問有沒有女森要一起的，可以一起訂青旅ㄛ！我目前看一天都500多塊
因為很多青旅都是男女混宿我有點怕怕

--
","['ghedkhl', 'misaki1088', 'Fanlic', 'mco520', 'vxior', 'ashianQQ', 'iscozil', 'uSheng', 'RSoul', 'vester', 's78036', 's78036', 'flower42', 'flower42', 'zhazhalin', 'lyukuo', 'ohdear999c', 'hankower', 'gogonostop', 'uSheng', 'ohdear999c', 'decajoins', 'decajoins', 'decajoins', 'john52795', 'sunsuntazi', 's202655', 'jeff1117', 'melon20310', 'revon', 'uucb', 'yenlin411']","[': GOGO', ': 我自己住滿多次混宿是都沒遇過什麼問題啦0.0 就打呼聲', ': 台灣混宿還好啦 歐洲的就會有人....不好說', ': 青旅應該也有純女房ㄅ，至少我以前都住純女房', ': 如果擔心的話，看你有沒有住台中的朋友可以讓你借住', ': 可以借住景子家', ': 如果你是女生也不介意的話我家可以給你借住XD', ': 台中在地仔', ': 台中人會去，不過孤單一個人嗚嗚', ': 台南上去聽', ': 我～', ': 有什麼好怕的XDD', ': 我會嘻嘻', ': 喔對 景子是男的==', ': 我要去擺攤～～～是玩具攤歡迎來玩～', ': 我啦', ': 我～', ': 中興景子', ': 女森也想一起去+1><', ': 門口數來第二顆大樹下集合', ': 我', ': Z沒有', ': 沒z', ': 多打一個z', ': 景子就台中版版主XD', ': 女森沒朋友，可以揪麻？', ': 從嘉義上去!!!', ': 台南衝一波', ': 在台中唸書啦爽！開學前衝一波', ': 有台南的要一起坐客運上去嗎？', ': 台中人+1～', ': 有迷有高雄要上去的啊？ （尋覓床位中']"
337,[閒聊] 會去搖滾台中的來簽到rrr,Mon Aug 26 03:39:48 2019,flower42 (栗悟飯與龜波功),"
我會看火燒島
其他團還沒決定

會去的來簽到吧~~

ps.今年大港 金屬版有人弄了塊板子

正面寫版名
背面讓版友簽到

有人要來做這個嗎xd

https://i.imgur.com/AplL3mO.jpg

--
","['Scorpio777', 'Scorpio777', 'uSheng', 's96259', 'fordayever', 'misaki1088', 'mxsonly', 'gogonostop', 'ee367903', 'geraldoreel', 'kazuma2010', 'moonshine59', 'maydey5566', 'Nianya1', 'cook840787', 'ohdear999c', 'john52795', 'RSoul', 'hanamaster', 'chenda1510', 'Joyoung31', 'yhn0403', 'chunchun111', 'lyukuo', 'torsofu', 'ppoo0101', 'abbhy870117', 'lili1392020', 'Esis', 'mimmb', 'labelabe', 'revon', 'uucb', 'durden738', 'yourmmaa', 'x94x55123', 'liu30613', 'liu30613', 'chobobo', 'tzshiun', 'sj113654', 'chichi077', 'sj113654', 'sj113654', 'mxsonly']","[': +1  想問一下這次搖滾台中 時間節目表出來了嗎', ': 就是各個演出者的時間', ': 出來有幾天了吧...', ': 我在考慮！！！', ': 台中人簽', ': 去聽粗大便的+1', ': timetable跟場地圖都出來了～', ': +1！！！', ': Punk團玩好玩滿', ': +1 去看神棍', ': 戰', ': +1 //', ': 禮拜天會去！！！', ': 簽！！', ': 簽', ': 去～～~！！！', ': 衝ㄌ', ': 我我我', ': 簽～～～', ': 星期六會到', ': 要看血肉！', ': 簽！', ': 去！！！', ': 我才不要簽', ': 整天只會簽到', ': 偶~~~~', ': 去～～', ': 去去去', ': 感謝熱心的xdanielzero大', ': 看脫拉庫、神棍', ': 拍謝少年qq', ': +1,火燒島跟血肉 推', ': ++', ': 神棍', ': +1', ': +1火燒島一起撞起來', ': 簽', ': 火燒島和血肉一定到！', ': 簽', ': 想問有人知道是草地還是水泥地ㄇ 怕跟威卡一樣', ': 簽 我星期日會去', ': 去~~~', ': 回tzshiun大，是草地呦', ': https://i.imgur.com/3JWXWtW.jpg', ': 綠色跟衝擊前面是草地後面有水泥地，跳躍是水泥地～']"
338,[影片] Yeek / 亞洲臉孔、道地西岸的另類音樂人,Mon Aug 26 17:21:55 2019,ANCshan (ANC),"
光哥貼音樂 / 第三集
《亞洲臉孔、道地西岸的另類流行音樂人－Yeek》
Only In The West 中文翻譯歌詞影片
https://www.youtube.com/watch?v=IMsNGpIiH3s&hd=1

來自洛杉磯，有著亞裔臉孔的獨立音樂人 Yeek 在2019年發行了最新EP《IDK WHERE》其
中與知名獨立搖滾樂團主唱合作。正式嶄露頭角的他，即使仍不算知名，卻被許多世界各
地的資深樂迷期待著。

影片中光哥也附上個人翻譯歌詞讓大家感受 Yeek 的代表作《Only In The West》中的無
厘頭故事，以及他早期創作生涯所面臨的憂鬱與困境。

在洛杉磯娛樂大麻合法化的氛圍下，特別是接觸音樂、藝術文化的年輕人，娛樂性的藥物
、植物在年輕世代中已是司空見慣的精神糧食，更成為 ""Only In The West"" 歌詞中
那 ""西岸獨享"" 的有趣故事。一起來聽聽 Yeek 這位詮釋另類流行、嘻哈、電子與
搖滾集一身的西岸音樂人！

一覽所有 #光哥貼音樂
音樂分享貼文 http://0rz.tw/6bvjN

延伸閱讀：

光哥貼音樂 / 第二集
《來自台灣不容錯過的新銳音樂》
孔雀眼 JADE EYES / Pony5ibe / 渣泥 ZANI / 美秀集團 / Meuko! Meuko!
https://www.youtube.com/watch?v=29YG5LoEB70&hd=1

光哥貼音樂 / 第一集
《五種年輕必聽的新世代音樂》
Shigeto / Plini / D.A.N / A$AP Rocky / Crumb
https://www.youtube.com/watch?v=LjoqBM34lJ8&hd=1
--
","['ashianQQ', 'sclbtlove']","[': 感謝分享 被圈粉了', ': 光哥推']"
339,[戀愛] 隨著女孩與機器人的電子節拍跳起舞來,Mon Aug 26 23:53:25 2019,astraywon (熾燐火),"
第一次看到Riin本人是在2017年的風和日麗連連看（黏黏看），當時她是以個人身分（美
艷動人的）DJ Riin Riin參演，搭配俏皮逗趣DJ Swiftie，相信第一天的最後一個節目仍
然持續下雨，再加上兩位DJ的賣力演出，讓人不忘也難。

https://i.imgur.com/Ay1P0qz.jpg

如果在風和日麗園區（？）的擦肩而過不計在內的話（超過五次有點頻繁，但礙於未曾沒
有講過話實在不敢貿然接近，沒有互動的不能算啊啊啊），第二次看到Riin是在2018年的
榕樂季，她這次也是DJ Riin Riin。那天，我身負三臺相機依舊如常在搖滾區跟著音樂律
動，聽到蜂蜜檸檬（？）整個笑翻，完全是那天（以及那陣子瘋狂洗腦大家耳朵）點播率
最高的夯歌，她也放了李英宏的〈什麼時候她〉，這首完全是我的心頭好！

https://i.imgur.com/xnWUPn3.jpg

榕是間酒吧，榕樂季是榕為了慶祝開店五週年而舉辦的活動，位於松山文創園區1號倉庫
中的DJ草坪區跟吧檯區呈垂直的狀態，在榕樂季滴酒不沾好像哪裡怪怪的，總之放歌的過
程中DJ Riin Riin不時舉杯想跟聽眾乾杯，但不知為何臺下的人們都雙手空空！沒多久後
她走下臺，想想大概是個互動橋段吧！不料竟然朝我走來，接著我被她餵酒了也太害羞！
（顯示為對美女的抗性有待加強）好喜歡Riin的直率開朗、風情萬種還有Chill喔！

第三次是在BEANS & BEATS的～天蠍座の下午酒～活動，那天我剛好跟Riin一樣穿了酒紅
色的衣服。大港時女孩與機器人的現場令我目不轉睛，首先是Riin的民族風長裙，再來是
她帶著慵懶卻不失爆發力的嗓音，以及律動感極佳的舞姿；當然，機器人們演奏技巧自是
不在話下，好喜歡看到團員們眼神交會間展現的默契。憑藉著對Riin的喜愛，看完茄子蛋
專場後仍執意前往公館參與WHOOSAH Soft Opening Party，女孩與機器人賴群的私密派對
我也沒有錯過，一切都是如此美好而令人期待。

https://i.imgur.com/9tjsCAT.jpg

https://i.imgur.com/3lgilTk.jpg

https://i.imgur.com/HU0n4xE.jpg

https://i.imgur.com/92w8OGG.jpg

https://i.imgur.com/oiirjBY.jpg


最近在顏社小劇場的春艷場巧遇Riin，小聊當中得知新專輯已經錄好了，但後續收尾和發
行相關事宜仍在進行中，日後會在你水管直播（已在上週完成了第一次的直播）和大家互
動，好期待新專輯啊！

至於是什麼時候被圈粉的，我會告訴你是在榕樂季被餵酒的當下。

--
這裡是鍵盤DJ火火火堆放喜歡的音樂之處。

https://www.instagram.com/thisispttdjfire/

--
","['bubble0410', 'bubble0410', 'clw2ay', 'zhazhalin', 'john0liang']","[': 想到唯一一次被他餵酒，他往我內衣裡面倒XDDD', ': 好期待新專輯～～～', ': 推 女孩超正', ': Riin超正的～～～', ': 《My Boy》的 MV ，真的超美！']"
340,[閒聊] 有人知道郁采真嗎？,Tue Aug 27 01:27:11 2019,flower42 (栗悟飯與龜波功),"
前幾年
有位網路歌手出現 叫“郁采真”
某天FB IG停止更新了

就這樣莫名其妙消失了

有人知道是怎麼回事嗎？

--
",['weiweialien'],[': 想知道+1 qq']
341,[問題] 有人知道知更嗎,Tue Aug 27 10:44:52 2019,aa8816 (c8c8),"
不知道大家有沒有聽過知更的（舉手
前陣子被福茂邀請去看知更和沈安的演出
覺得很不錯啊想推薦！

--
","['clw2ay', 'jeudionemore', 'sclbtlove', 'mar3048', 'sodaer', 'jiajia1', 'Audien', 'SuperRoMay', 'Yanagi5566', 'umatuna', 'Hawkqwq', 'KaiLuo', 'a1933464522', 'xmasgangfox']","[': 推 靈異街11號的主題曲', ': 喔喔喔喔知更粉在這（舉手', ': 讚讚讚', ': 知更超讚！！', ': 他的團hue也很讚！', ': 知更讚讚欸！！', ': 更粉+1', ': 知更不錯阿最近有專場表演喔', ': 超推知更 識別度高且編曲特別', ': 推他的團hue', ': hue真的也超讚 大推', ': 來推個現場', ': 被墜吸引', ': 昨天在笑傲第一次聽 還蠻喜歡的']"
342,[戀愛] 少年董仔的青春。,Tue Aug 27 22:03:00 2019,tetfreeago (踢踢薩瑪),"
因為要賣茄子蛋的票，於是踏進非主流音樂版，
看著大家在講自己與歌曲的故事，
讓我想起了我其中一段的青春。

-----





我於1999年入學就讀高雄的五專，當時候的風氣不像現在這麼開化，
也沒有FB、IG、推特肉帳這種年輕人的新寵物，我也還不是一個非主
流音樂的聽眾。我在進入五專就讀前，天天躲在二樓房間書桌前用ai
wa喇叭聽著bon jovi、aero smith等等的音樂，把音樂放的很大聲，
然後看著我從聯合報上剪下來的電影""哈拉瑪麗""的卡麥蓉·狄亞海報
瘋狂自瀆（年輕真好）。


（圖：https://imgur.com/a/nwM7WW4）


2001年的時候我已經在高雄念了幾年書，但因為我國中讀的是雲林鄉
下的私立學校，還是天主教，每個星期都有一天要去做禮拜，在駐校
修女的""禁忌遊樂園""禮堂那邊喝耶穌的血（葡萄汁）、吃耶穌的肉（
麵包），而且又男女分班，除了天天傳閱同學買來學校的playboy、p
anthouse成人雜誌外，接觸女生的機會少之又少，這造成了當時身在
高雄卻不敢跟女生接觸聊天的窘境，那時候我身邊的同學，每天都會
在放學時約我去學校門口的網咖打CS跟天堂，有時甚至會在課間與課
間的一兩堂空堂去食屍鬼平原燒黑騎士（還有年輕弟仔、妹仔知道我
在說啥嗎？）。




因為我長得肥滿肥滿，千禧年代的我當時又不知道為啥超喜歡阿福柔
頭因此把頭燙超卷，整個人根本就是一根會走動的粗大蘿蔔，所以這
樣無趣的我也吸引了一班學姊的興趣，她們是大我一屆的學姊，環肥
燕瘦、高矮不一、類型迥異，結群兩三，時常跟我對談，她們分別是
小花、依依、靈、惠還有一個我忘記是誰了幹XD。那個時候的我們在
學校，並沒有什麼LINE啊、FB啊、IG啊，我們只有MSN還有校園BBS，
如果身在學校，交流對談的方式其實只剩當面對談，還有「傳紙條」
跟「交換日記」，現在穿著古著去聽團的弟仔、妹仔，在如此科技的
現代，你們還曾花點時間，用手、用紙、用筆寫廢文嗎？當時的我可
以說是千年廢文王。




當時會被發現我是個習慣以文字交談的羞赧孩子是因為我當時在學校
BBS的日記版，寫了一大堆因為交配焦慮而產出的文字，而且還是注
音文寫的（這真的是黑歷史），情情愛愛寫一堆，就連樹葉落下我都
能扯上情愛，不得不說這些文章在都是""前青春期震盪""的我與學姊間
都是一種慾望的糖衣，並不是指那種直接牽個手、來一發的舒緩。而
是對愛情的憧憬、對慾望的探索、對情感關係的好奇這些種種加總而
來，揉製出一道可以被稱為""友善""的視線，彼此保有好奇，雖沒有直
接的慾望，但最後終成好友。





被學姊們發現一個肥滿的學弟，卻是個滿腔情愛最終只得靠敲打注音
文宣洩，這種劇情現在看來非常像是熊貓站上本本的劇情發展，最後
學姊們都變成愛慾的禁臠。但在千禧年代身處前青春期的孩子來說，
這些東西最後都變成了日常閒聊，現在走到35歲這個年紀才發現，當
時用五十分鐘書寫、用十分鐘閱讀，最後卻是用一生回味，原來這個
就叫青春。





直到現在，我有時候還會翻起那一本寫滿署名的廢文交換日記，我寫
了什麼其實完全無法判斷，因為我的字其醜無比，醜到寫完三天我就
不知道自己在寫啥小了（這就是為什麼我依賴電子系統寫字的原因）
，但我從那幾個學姊的署名與內容，還是拼湊出我們青春的記憶拼圖
，腦中記憶依然清晰的浮現那個每堂下課提著筆記本前往學長姐教室
，在學長眾目睽睽下把那本日記交給與我交換日記的學姊，然後隔堂
下課，""五金釵""的其中一個學姊，又會在我們班男生羨慕且炙熱的眼
神中，把她們的青春日常交予我。





這""五金釵""其實各有各的生活樣貌，她們自己有自己的生活、戀愛問
題、像是依依就有被學長在廣播電台點歌告白過、小花有一個年長她
很多歲的男朋友、靈一直擔心自己的身材不夠好、惠則是單身很久但
一直想找到對象，我會知道這些資訊是因為她們從來不把我視為對象
，因此十分放心的把她們遇到的生活樣貌都跟我講，而我雖然以她們
的""弟弟""自居，但男女親近，總不可能沒有二心，當時的我超喜歡依
依學姊。




年紀過了而立，再回身去看這段青春，其實心裡面還是存有幾分荒謬
，實在是搞不懂自己在當時為什麼喜歡依依學姊，但在那個充滿費洛
蒙的當下，喜歡上五金釵其中一位，似乎是一件必然發生的主線任務
，而心中這份傾慕之情我卻一直放在心裡，對誰我都沒講。




這一件偷偷傾慕學姊的事情，在後來發生劇烈的變化，那天交換日記
的回覆是由小花學姊送來的，她除了送回由五金釵共同譜寫的""青春
樂章""之外，還附上了一條小紙信，好奇拆開才發現那是小花學姊給
我的單獨對話，紙上只寫一句：「你是不是喜歡依依學姊？」後面還
畫了yes跟no的對話框。（現在的弟仔妹仔都用google表單了吧，叔
叔的世界是不是很有趣啊！）





小花學姐外型是一位很""台""的女性，千禧年代的時空背景裡，可能伍
佰的台客搖滾還沒開始，當時描述一個女性很台，是非常失禮且魯莽
的，可是小花學姐就是那樣氣質的人，五官大大、個性豪爽、外表有
著金長髮，都穿著adidas經典條紋運動外套（現代人稱為俄羅斯黑幫
啃瓜子Look），有著虎牙，笑起來很親切。我自然而然的就什麼都跟
她講了，她也非常尊重我的意思，替我保守了秘密。





如前文所述，小花學姊是一個有長她很多歲男朋友的人，一直以來我
們都是以這樣的設定與她相處，那時候我們學校舉辦了校園演唱會，
我還記得的主秀有二個，一個是董事長樂團，一個是梁靜茹，當時的
董事長發了第一張專輯，梁靜茹發了勇氣那一張，當時因為""勇氣""這
首歌很紅，MV是描述師生戀分手之類的禁忌之戀。





那天晚上我約了我喜歡的依依學姊去聽校園演唱會，但人在外面陪男
友的小花學姊卻從一早的交換日記說了她好想聽""勇氣""，我回覆我會
辦到的！然後我在梁靜茹唱到勇氣的時候，用我的nokia撥給了小花
學姊，整首歌我都舉著手現場直播。




終於作了這個決定
別人怎麼說我不理
只要你也一樣的肯定
我願意天涯海角都隨你去
我知道一切不容易
我的心一直溫習說服自己
最怕你忽然說要放棄
愛真的需要勇氣
來面對流言蜚語
只要你一個眼神肯定
我的愛就有意義




梁靜茹唱完勇氣之後，電話被小花學姊掛掉，接著她傳了文字訊息告
訴我出場講一下電話，推開不斷前擠的人潮之後終於跟她講了電話，
她跟我說她的對象不只是長她很多歲而已，還是我們學校的老師；她
今天確實去找男朋友，但在等待的時候發現男友已有家庭。當時年輕
如我啊，怎麼可能懂得這些呢，小花學姊哭得好傷心好難過的啊，可
是我卻不知道怎麼辦才好的啊，那是我第一次真正貼近一個人掏心掏
肺、把所有秘密都講出來的瞬間啊。




怎麼回去演唱會現場的我已經忘了，再度進場的時候董事長正在唱。




你袂了解 袂了解我的悲哀
你袂了解 袂了解我的心情
你袂了解 袂了解我的痛苦
你袂了解
找伊
我想欲來找伊 我想欲來找伊
等伊 我等到天亮
看到一台摩托車飆過頭前
哪會是你 哪會是你
我才了解 我完全了解




董事長的那時候，還是少年董仔，
我的那時候，還有著青春，
如果時間是長河，那董事長樂團的歌，
對我來說就是水流的聲音，
不論平緩、湍急，董仔都在。

--
如果思念有溫度，
我的回憶正在沸騰。

--
","['fordayever', 'k300plus', 'k300plus', 'Esis', 'john0liang', 'cody210488']","[': 我都當傳紙條的中繼站邊緣人', ': 文章寫的很好 這年紀感覺看過冠宇？', ': 最後一杯酒超神', ': 回憶精彩文筆更精彩', ': 《勇氣》接上《你袂了解》好妙！ XD', ': 淚推']"
343,[分享] 阿牧君〈折返〉,Tue Aug 27 22:52:22 2019,bubble0410 (瘋狂的陽光),"
無論是以前的這位太太、週休八日，到現在阿牧君個人，阿牧君的創作跟聲線總帶給我一
種糾結後的紓解的感覺。像是一個人捲曲在床上三天三夜，想哭但又沒有淚可以流，不明
白使自己深陷痛苦的情緒是什麼。然後在某個瞬間，突然「劈啪」，腦袋不再混沌，開始
看見自己的情緒。之後不斷唱著曾經或現在仍耿耿於懷的事，帶著它繼續走。

阿牧君的新專輯是我今年下半年很期待的專輯之一。剛有一首新歌出來，想立刻來分享。

https://streetvoice.com/mumujustsmile/songs/593043/

詞曲 汪牧君
編曲 Sōryo、汪牧君
錄音/混音/配唱製作 萬志軒aka嘻哈魯智深

就算 一度想逃
最後還是折返了

再 給我一點理由
讓我不覺得被困住
甚至還感覺享受

我從來就不追求什麼事能夠天長地久
更清楚明白永恆的愛是癡人說夢
結果沒有了期待反而也不企圖離開
不追求長久最後久得讓人懷疑是否應該

不怕夢碎 不渴望機會
我拿著最低限度的夢從不奢求你給
有些憔悴 也有些卑微
我的心從此趴著至少對恨不再敏銳

最後還是折返了
最後還是折返了
最後還是折返了

--
","['fish510468', 'Cabeza', 'deerlight', 'persuer', 'additionyang']","[': 標題是拆？', ': 超級期待！', ': 推', ': 推', ': 推 形容得好到位']"
344,[戀愛] 來吧!焙焙!,Wed Aug 28 03:50:07 2019,TtTt4 (夜空飛行),"



因為看到版上一篇焙焙文，也打算來紀念一下焙焙。

看著焙隆生小孩，出國讀書，其實還是默默關注著他們兄妹倆，在我心中我還是視他們為
燈塔，或許每個人的燈塔不同，有些人是父母，有些人是偶像，有些人是伴侶。對我來說
，燈塔是音樂。

而來吧!焙焙!就是其一。

之前在上英文課時，跟老師討論過，音樂在青少年時期是一個很重要的關鍵，但有些人長
大後就不聽音樂了，我聽了嚇了一跳，會嗎，難道有一天我會不再喜歡音樂嗎。

反覆地聽著焙焙的三張專輯，第一張是我最喜歡的，我還記得無所畏懼與寬容那薄薄的包
裝，簡約的線條封面，是兩個赤裸的人坦誠相對。

那時的我還很稚嫩，因為從小對聲音比較敏銳，所以我很喜歡聽廣播，聽人說話也聽音樂
，小學就開始聽樂團，到了國中開始買了一張小草地輕輕唱2，第一次聽到焙焙翻唱王老先
生有塊地，覺得焙檍的聲音好好聽。

後來看到了他們出專輯，那是在高中的某個寒假，我坐著聽歌，一聽到焙隆的聲音便笑出聲
，這樣也可以出專輯啊，我心想。

後來我卻逐漸被歌詞以及編曲給吸引，除了很可愛的那首全世界我最喜歡你，我更喜歡的是
迷路以及現在不想聽見你，其實那時我也會為賦新辭強說愁的聽許多樂團，Tizzy Bac，回
聲...我想我並不真的懂那些人生經歷，只是憂愁，但焙焙的歌詞輕輕地告訴你困惑以及人
生，後來我看焙隆寫著，他的父親聽完專輯後告訴他，這是一張很誠實的專輯，我想在父親
那輩應該不能真的欣賞這樣的唱歌方式，但音樂僅止是傳達""好聽""及""技巧""呢?有時候共鳴
才是最重要的。

後來我在許多創立的社群帳號中，寫到座右銘，就用了無所畏懼與寬容。

以前總是去聽許多免費演唱會，若是有焙焙或旺福這些團就會很開心，到了後來開始有錢
去看專場演出，卻是最後的時間了，原來青春就是這樣，醒來時已經淋濕又風乾了，但很
感謝你們的陪伴，後來的後來，我還是不停的回味著那些歌曲裡傳達的哲學。

--
","['bubble0410', 'bubble0410', 'sirius0601', 'TtTt4', 'vs1155', 's78036', 'john0liang', 'historyway', 'trashcan363']","[': 我覺得人真的會在某個時期開始聽懂很多以前聽不懂的', ': 歌', ': 但我反而喜歡焙隆的聲音，有種真摯的紮實感', ': 後來我就挺習慣他的聲音了', ': 全世界我最喜歡妳 :"">', ': 焙焙陪我渡過很多歲月！希望有機會可以再聽到他們表演', ': 喜歡《問答與解答》！', ': 腦粉在這，全專輯都有收藏，生命不能沒有焙焙！', ': 第一次聽到如果我現在不在這裡 莫名愛上<3']"
345,[戀愛] 茄子蛋-自作多情的正能量,Wed Aug 28 13:28:16 2019,st9131133 (球仔King),"
第一次發文獻給茄子蛋 /

-

七月初，茄子蛋官方粉絲公布了第二張專輯發表演唱會，身為鋼鐵腦殘蛋蛋粉的我，搶了
第一波票，秒殺失敗。隔周發布加場，成功買到8/25的場次。

一個用台味爆棚的音樂征戰的樂團，而我在2015大團誕生因為一首孫小美成為了蛋粉。

本身生涯沒什麼音樂背景跟圈子，所以喜歡獨立樂團在自己的交友圈有點寂寞，2017蛋蛋
發了一首「孤獨的人我們一起出發」，又更繫住了我的心。

隨著他們的走紅，以及獨立樂團盛行的時刻，除了更多人了解我的興趣之外，原本開演三
分鐘都能輕鬆擠到前三排，現在提早三小時去排隊還差點被擠到第三排．．．作為觀眾與
舞台的直線距離越來越遠，果然追星需要承受的時間代價會越來越高。

但，依舊珍惜每個在台下的時光。

https://i.imgur.com/deeU9SY.jpg
- 開場炸出強烈紫光，用茄子的顏色做為序幕，炸到忘記尖叫。

// 滿滿的帥氣主唱 - 黃奇斌
https://i.imgur.com/wY9Yqkg.jpg
https://i.imgur.com/J4mFxX8.jpg
https://i.imgur.com/Gy2ZB0o.jpg
- 橋眼鏡也帥
https://i.imgur.com/bwMySTM.jpg
https://i.imgur.com/pfOHtNZ.jpg
https://i.imgur.com/35iBQcz.jpg

//帥到模糊
https://i.imgur.com/bwyQqFU.jpg
https://i.imgur.com/q2qoYtO.jpg

//巨星光芒
https://i.imgur.com/YEyIxg2.jpg
https://i.imgur.com/UjvOpfH.jpg
https://i.imgur.com/mAdbTdj.jpg

每個樂團的現場永遠比數位音樂呈現地還要完美，喜歡不同樂器不斷地往上催疊，那是帶
著耳機永遠感受不出的快感，導致每次聽完蛋蛋現場，都會被阿德阿任瘋狂圈粉，但我還
是最愛阿斌顆顆。

//比蔡哥還蔡哥的阿任
https://i.imgur.com/mTCEP9s.jpg
https://i.imgur.com/GqTQ7tx.jpg
https://i.imgur.com/sWvYncy.jpg

//阿德在我對角 原諒我拍這麼少張 QQ
https://i.imgur.com/C1tAQil.jpg
https://i.imgur.com/RsYqe5Y.jpg
https://i.imgur.com/cH3ZAmg.jpg
- 阿德：我在練習Talking，因為大家都說我很尷尬。 (然後現場又尷尬了

整場印象最深刻的是，會後簽名合照時，他們三個人齊聲看著依序排隊到來的粉絲，然後
用著不官腔的眼神道聲感謝，像是他們從來沒想過自己會出到第二張專輯一般地珍惜眼前
所有的貴人。

積極樂觀，感恩惜福！（蛋ya）

//最後獻上專場特別照
https://i.imgur.com/IQqtcut.jpg
https://i.imgur.com/KXciuJ1.jpg

//我有手寫的興趣，就不廣告我的手寫帳了，歡迎自取當桌布之類的。
https://i.imgur.com/BPRbxBg.png
https://i.imgur.com/8qGxuBn.png
https://i.imgur.com/JB4Xto0.png

阿斌說：這世界太多負能量了，自作多情一點，才能有滿滿的正能量！

End .

-

謝謝看到這裡的各位，應該感受到本人鋼鐵腦殘粉的氣場了XDDDDDDDD

照片是用爛爛的IPhone SE，拍完都很想怒買相機，希望不要嫌棄畫質。

歡迎取用、分享。

--
","['ann141414', 'blueskymaple', 'JJHu', 'juor2', 'st9131133', 'st9131133', 'juor2', 'HsiaoRen', 'iuvat', 'fred5566a', 'fred5566a', 'john0liang', 'sj113654', 'sj113654']","[': 推推蛋蛋', ': 推推蛋', ': 推', ': 相機可以帶進場嗎?', ': 可唷 中間有神秘節目禁止錄影 其他沒有限制', ': 但是帶相機應該很難女朋友之跳 哈哈哈', ': XD~前幾天去顏社小劇場就拍的很開心~但只敢帶隨身機去這樣', ': 照片拍得超猛 字也好好看 這真的是十足蛋粉!! (蛋ya)', ': 推，我台北首場搶的很順害我誤以為很好搶', ': 字很美 但想說unplugged part前面阿斌有強調不要拍照', ': 錄影...', ': 期待《孤獨的人我們一起出發》的新版本！', ': 同樣是Iphone SE 怎麼你拍的就這麼好看！', ': 不過我現在已經換i8了哈哈']"
